N-mer Name,Non-Additive MB Energy (kJ/mol),Num. Rep. (#), N-mer Contribution (kJ/mol),Partial Crys. Lattice Ener. (kJ/mol),Calculation Priority (Arb. Units),Avg COM Separation (A),Avg Monomer Separation (A),Minimum Monomer Separations (A),mol
2mer-0+829,-0.09703638,1,-0.04851819,-79.91830022,1.997979e-05,22.159,19.502,19.502,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='045cd8f')"
2mer-0+794,0.06949996,1,0.03474998,-79.88355024,1.997672e-05,21.982,19.503,19.503,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='6082fb7')"
2mer-0+772,0.04387838,1,0.02193919,-79.86161105,1.994478e-05,22.103,19.513,19.513,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='8db1400')"
2mer-0+879,0.07596774,1,0.03798387,-79.82362718,1.985178e-05,21.145,19.543,19.543,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='4928b81')"
2mer-0+560,-0.09833068,1,-0.04916534,-79.87279252,1.980916e-05,20.371,19.557,19.557,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='594b764')"
2mer-0+760,0.10048493,2,0.10048493,-79.77230758,1.977986e-05,21.842,19.567,19.567,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='c10bd93')"
2mer-0+709,-0.06989599,2,-0.06989599,-79.84220357,1.968491e-05,21.766,19.599,19.599,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='ae4e2b8')"
2mer-0+722,-0.08100308,1,-0.04050154,-79.88270511,1.949001e-05,21.407,19.664,19.664,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='461fab0')"
2mer-0+554,0.07549646,2,0.07549646,-79.80720865,1.948817e-05,20.701,19.664,19.664,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='699f0fb')"
2mer-0+755,0.10797072,1,0.05398536,-79.7532233,1.946381e-05,22.667,19.672,19.672,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='80c4730')"
2mer-0+638,-0.09912529,1,-0.04956265,-79.80278594,1.941969e-05,20.807,19.687,19.687,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='99030e4')"
2mer-0+923,0.06417984,2,0.06417984,-79.7386061,1.936116e-05,22.237,19.707,19.707,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='de95bcc')"
2mer-0+641,-0.09786122,2,-0.09786122,-79.83646732,1.934045e-05,21.061,19.714,19.714,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='542738d')"
2mer-0+610,0.07769176,2,0.07769176,-79.75877557,1.928506e-05,21.782,19.733,19.733,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='039ac77')"
2mer-0+661,-0.00209213,2,-0.00209213,-79.76086769,1.927865e-05,22.131,19.735,19.735,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='2b5696b')"
2mer-0+945,-0.10701655,1,-0.05350827,-79.81437597,1.926743e-05,21.322,19.739,19.739,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='152d24b')"
2mer-0+595,0.09414506,2,0.09414506,-79.72023091,1.921727e-05,22.015,19.756,19.756,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='5ed69be')"
2mer-0+954,0.07662032,2,0.07662032,-79.64361059,1.918703e-05,21.848,19.767,19.767,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='03dfa15')"
2mer-0+742,-0.09185873,1,-0.04592937,-79.68953996,1.918444e-05,22.021,19.767,19.767,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='fc050f2')"
2mer-0+679,0.06277281,1,0.0313864,-79.65815356,1.910518e-05,21.339,19.795,19.795,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='5cf64b8')"
2mer-0+799,-0.17681138,2,-0.17681138,-79.83496494,1.906966e-05,22.632,19.807,19.807,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='7499e2c')"
2mer-0+602,-0.121625,2,-0.121625,-79.95658994,1.902827e-05,20.983,19.821,19.821,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='13dd9fd')"
2mer-0+642,0.01643262,1,0.00821631,-79.94837362,1.900582e-05,21.919,19.829,19.829,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='ed5f34a')"
2mer-0+863,0.14501795,1,0.07250898,-79.87586465,1.899571e-05,21.928,19.833,19.833,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='1a7a175')"
2mer-0+900,0.17098719,1,0.08549359,-79.79037106,1.894932e-05,22.047,19.849,19.849,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='49640ee')"
2mer-0+710,0.08140052,1,0.04070026,-79.7496708,1.89427e-05,21.498,19.851,19.851,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='648f4ce')"
2mer-0+655,-0.01894856,2,-0.01894856,-79.76861935,1.889081e-05,21.711,19.869,19.869,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='ed5f20e')"
2mer-0+680,0.04488805,1,0.02244403,-79.74617533,1.889066e-05,21.346,19.869,19.869,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='5d7d5cf')"
2mer-0+931,0.11711077,2,0.11711077,-79.62906455,1.877448e-05,20.905,19.91,19.91,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='a6077e3')"
2mer-0+644,-0.00064299,2,-0.00064299,-79.62970755,1.868104e-05,21.569,19.943,19.943,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='4d01228')"
2mer-0+747,-0.07486275,2,-0.07486275,-79.7045703,1.858599e-05,21.554,19.977,19.977,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='bb09380')"
2mer-0+848,-0.17031229,2,-0.17031229,-79.87488259,1.85553e-05,22.765,19.988,19.988,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='2e1096f')"
